Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Precious Achiuwa,C,22,TOR,35,20,25.0,3.3,8.0,0.3,1.2,3.0,6.7,0.9,1.6,2.3,5.2,7.5,1.2,0.6,0.6,1.0,2.2,7.8
Steven Adams,C,28,MEM,45,44,25.8,2.5,4.9,0.0,0.0,2.5,4.9,1.6,2.8,4.3,5.0,9.3,3.0,1.0,0.6,1.5,1.7,6.7
Bam Adebayo,C,24,MIA,22,22,32.9,6.9,13.2,0.0,0.0,6.9,13.1,4.7,6.1,2.5,7.3,9.9,3.3,1.2,0.5,3.0,3.2,18.5
Santi Aldama,PF,21,MEM,26,0,10.6,1.4,3.7,0.2,1.5,1.3,2.2,0.5,0.8,0.9,1.5,2.4,0.5,0.1,0.3,0.3,1.0,3.5
LaMarcus Aldridge,C,36,BRK,33,10,22.9,5.8,10.3,0.4,1.1,5.5,9.2,1.5,1.8,1.5,4.0,5.5,0.9,0.4,1.1,0.9,1.8,13.6
Nickeil Alexander-Walker,SG,23,NOP,42,18,26.5,4.7,12.8,2.0,6.2,2.8,6.6,1.2,1.7,0.8,2.6,3.4,2.6,0.8,0.3,1.6,1.8,12.6
Grayson Allen,SG,26,MIL,41,40,28.1,4.1,9.6,2.6,6.7,1.5,3.0,1.0,1.2,0.5,2.9,3.4,1.3,0.8,0.4,0.6,1.5,11.8
Jarrett Allen,C,23,CLE,40,40,32.7,6.7,9.6,0.0,0.2,6.6,9.4,2.9,4.3,3.4,7.6,11.0,1.9,0.8,1.4,1.9,1.8,16.3
Jose Alvarado,PG,23,NOP,18,0,9.2,1.1,3.1,0.4,1.4,0.7,1.6,0.5,0.8,0.3,0.7,1.0,1.6,1.0,0.1,0.2,1.0,3.1
Justin Anderson,SF,28,TOT,6,0,12.8,1.0,3.2,0.5,2.5,0.5,0.7,1.0,1.2,0.3,1.3,1.7,1.5,0.3,0.2,0.5,1.5,3.5
Justin Anderson,SF,28,CLE,3,0,15.7,1.3,2.7,0.7,2.0,0.7,0.7,1.0,1.3,0.0,2.0,2.0,2.0,0.3,0.0,0.7,1.3,4.3
Justin Anderson,SF,28,IND,3,0,10.0,0.7,3.7,0.3,3.0,0.3,0.7,1.0,1.0,0.7,0.7,1.3,1.0,0.3,0.3,0.3,1.7,2.7
Kyle Anderson,PF,28,MEM,38,8,22.4,3.2,7.4,0.7,1.9,2.6,5.5,1.0,1.6,0.9,4.4,5.3,2.6,1.1,0.6,1.1,1.5,8.2
Giannis Antetokounmpo,PF,27,MIL,39,39,32.7,9.9,18.7,1.1,3.8,8.8,14.9,7.7,10.8,1.8,9.5,11.3,6.0,1.0,1.5,3.5,3.3,28.6
Thanasis Antetokounmpo,SF,29,MIL,28,5,11.9,1.4,2.9,0.0,0.4,1.3,2.5,0.5,0.9,1.1,1.7,2.8,0.7,0.5,0.3,0.6,1.9,3.3
Carmelo Anthony,PF,37,LAL,44,3,26.8,4.6,10.5,2.3,6.0,2.3,4.6,1.9,2.4,0.9,3.3,4.2,1.0,0.7,0.8,0.8,2.3,13.4
Cole Anthony,PG,21,ORL,34,34,33.1,6.2,15.7,2.3,7.1,3.9,8.6,3.3,4.0,0.6,5.4,6.0,5.8,0.8,0.3,2.7,2.7,18.0
OG Anunoby,SF,24,TOR,29,29,36.7,6.9,16.0,2.5,7.3,4.4,8.7,2.4,3.1,1.5,3.8,5.3,2.4,1.7,0.5,1.7,3.0,18.6
Trevor Ariza,SF,36,LAL,13,6,18.8,1.2,3.5,0.9,2.9,0.2,0.5,0.2,0.3,0.3,3.1,3.4,1.2,0.5,0.2,0.5,0.5,3.4
D.J. Augustin,PG,34,HOU,33,2,15.0,1.7,4.0,1.2,2.8,0.5,1.2,1.0,1.2,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5,5.5
Deni Avdija,SF,21,WAS,47,6,22.6,2.7,6.1,0.9,2.8,1.9,3.3,1.0,1.4,0.7,4.0,4.7,1.6,0.8,0.6,0.9,2.3,7.3
Joel Ayayi,SG,21,WAS,7,0,2.9,0.1,0.9,0.0,0.1,0.1,0.7,0.0,0.0,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.3
Deandre Ayton,C,23,PHO,28,28,29.9,7.3,11.5,0.1,0.3,7.3,11.2,2.0,2.9,2.8,7.8,10.6,1.5,0.8,0.8,1.7,2.2,16.8
Udoka Azubuike,C,22,UTA,7,1,7.3,0.7,1.0,0.0,0.0,0.7,1.0,0.1,0.3,0.3,1.4,1.7,0.0,0.1,0.6,0.7,0.7,1.6
Marvin Bagley III,PF,22,SAC,27,14,22.0,3.9,8.3,0.5,2.1,3.3,6.2,1.3,1.7,2.3,4.9,7.3,0.6,0.3,0.3,0.7,1.7,9.5
LaMelo Ball,PG,20,CHO,40,40,31.8,6.9,16.5,2.6,7.3,4.3,9.3,2.6,3.0,1.7,5.6,7.3,7.6,1.6,0.5,3.1,3.0,19.0
Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,3.1,7.4,1.5,3.5,0.6,0.8,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0
Mo Bamba,C,23,ORL,37,35,27.0,4.0,8.8,1.4,3.8,2.7,4.9,0.8,1.0,2.2,5.9,8.1,1.5,0.7,2.1,1.4,2.7,10.2
Desmond Bane,SF,23,MEM,45,45,29.9,6.7,14.3,2.9,6.9,3.8,7.4,1.4,1.6,0.5,3.9,4.4,2.4,1.1,0.5,1.5,2.4,17.7
Dalano Banton,SF,22,TOR,34,1,11.7,1.5,3.6,0.2,0.8,1.2,2.8,0.5,0.7,0.6,1.5,2.1,1.7,0.4,0.1,1.1,1.2,3.7
Cat Barber,PG,27,ATL,3,0,4.3,0.0,1.3,0.0,0.0,0.0,1.3,0.0,1.3,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0
Harrison Barnes,PF,29,SAC,43,43,33.6,5.1,11.2,2.1,5.0,3.0,6.2,4.3,5.1,1.1,4.9,6.0,2.4,0.7,0.2,1.6,1.3,16.6
Scottie Barnes,PF,20,TOR,37,37,35.4,5.9,12.5,0.8,2.6,5.1,9.9,2.1,2.9,2.8,5.0,7.8,3.4,1.0,0.9,1.9,2.9,14.6
RJ Barrett,SF,21,NYK,40,40,32.6,6.2,14.8,2.0,5.5,4.2,9.4,3.0,4.2,0.8,5.1,5.9,2.5,0.5,0.3,2.0,2.1,17.2
Will Barton,SG,31,DEN,40,40,32.7,5.8,13.4,2.4,6.4,3.5,7.0,1.3,1.7,0.6,4.2,4.8,4.2,0.8,0.5,1.8,1.4,15.3
Paris Bass,SF,26,PHO,2,0,3.5,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0
Charles Bassey,PF,21,PHI,21,0,7.2,1.3,1.9,0.0,0.2,1.3,1.7,0.4,0.5,0.9,1.8,2.7,0.3,0.2,0.7,0.3,1.4,3.0
Keita Bates-Diop,SF,26,SAS,39,12,17.3,2.3,4.6,0.3,1.1,1.9,3.5,0.7,1.1,1.2,3.1,4.2,0.6,0.4,0.3,0.7,1.0,5.6
Nicolas Batum,PF,33,LAC,28,24,26.0,3.3,6.8,2.0,5.0,1.3,1.8,0.5,0.8,0.4,4.3,4.7,1.6,1.1,0.8,0.9,1.5,9.2
Kent Bazemore,SF,32,LAL,25,14,16.6,1.4,4.2,0.8,2.3,0.6,2.0,0.4,0.5,0.3,1.7,2.0,0.9,0.8,0.2,0.4,2.1,4.0
Darius Bazley,PF,21,OKC,41,29,25.9,3.3,8.4,0.9,3.5,2.4,5.0,1.4,2.0,1.1,5.2,6.2,1.1,0.7,1.2,1.3,1.0,8.9
Bradley Beal,SG,28,WAS,38,38,35.9,8.9,19.6,1.6,5.4,7.3,14.2,4.2,5.0,1.0,3.7,4.7,6.5,0.9,0.4,3.4,2.3,23.6
Malik Beasley,SG,25,MIN,46,9,26.7,4.4,11.7,3.0,8.5,1.4,3.2,0.5,0.6,0.4,2.7,3.1,1.6,0.5,0.1,0.7,1.2,12.2
Jordan Bell,C,27,CHI,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
DeAndre' Bembry,SF,27,BRK,40,16,19.2,2.4,4.1,0.3,0.7,2.1,3.4,0.4,0.7,0.7,2.4,3.1,1.2,1.0,0.5,0.6,2.0,5.5
Dāvis Bertāns,PF,29,WAS,32,0,15.3,1.8,5.3,1.4,4.4,0.4,0.8,0.8,0.9,0.2,1.7,1.9,0.5,0.3,0.2,0.4,1.6,6.0
Patrick Beverley,PG,33,MIN,32,28,26.1,3.1,7.6,1.2,3.9,1.9,3.7,1.3,1.9,1.2,3.3,4.5,5.0,1.2,0.9,1.2,2.8,8.7
Saddiq Bey,SF,22,DET,46,46,33.5,5.2,13.7,2.4,7.2,2.8,6.4,2.2,2.7,1.3,4.7,5.9,2.5,0.9,0.2,1.4,1.8,15.1
Khem Birch,C,29,TOR,23,7,21.0,2.2,4.5,0.0,0.3,2.2,4.1,1.3,1.8,2.7,2.5,5.2,1.2,0.8,0.5,0.7,1.7,5.8
Goga Bitadze,C,22,IND,27,2,10.0,1.4,3.6,0.2,1.4,1.2,2.2,0.8,1.3,1.3,1.5,2.8,0.4,0.4,0.6,0.5,1.5,3.9
Bismack Biyombo,C,29,PHO,8,0,20.1,4.1,5.9,0.0,0.0,4.1,5.9,1.9,3.0,3.1,3.8,6.9,1.4,0.9,1.3,1.0,2.1,10.1
Nemanja Bjelica,C,33,GSW,47,0,15.3,2.3,5.2,0.9,2.5,1.5,2.8,0.8,1.2,0.9,3.1,4.0,1.7,0.6,0.4,1.1,1.6,6.4
Eric Bledsoe,PG,32,LAC,48,29,25.7,3.6,8.6,1.0,3.0,2.7,5.7,1.6,2.1,0.5,2.8,3.4,4.2,1.3,0.4,2.2,1.5,9.8
Keljin Blevins,SF,26,POR,6,0,6.0,0.7,1.8,0.7,1.5,0.0,0.3,0.0,0.3,0.0,0.5,0.5,0.3,0.0,0.0,0.5,0.2,2.0
Bogdan Bogdanović,SG,29,ATL,28,26,28.7,4.4,10.8,2.2,6.3,2.2,4.5,1.0,1.3,0.3,3.4,3.8,2.6,0.7,0.2,1.0,1.9,12.0
Bojan Bogdanović,PF,32,UTA,46,46,30.8,6.2,13.2,2.5,6.5,3.7,6.8,3.3,3.8,0.8,3.4,4.2,1.7,0.5,0.0,1.6,1.7,18.1
Bol Bol,PF,22,DEN,13,0,6.2,1.2,2.1,0.1,0.3,1.1,1.8,0.2,0.2,0.3,1.2,1.5,0.4,0.1,0.2,0.3,0.3,2.5
Leandro Bolmaro,SF,21,MIN,24,2,7.8,0.4,1.3,0.1,0.5,0.3,0.8,0.3,0.4,0.6,0.8,1.5,0.5,0.2,0.0,0.5,0.9,1.2
Isaac Bonga,SF,22,TOR,12,0,5.3,0.3,1.1,0.1,0.3,0.2,0.8,0.3,0.5,0.3,0.3,0.6,0.3,0.6,0.2,0.2,0.8,0.9
Devin Booker,SG,25,PHO,38,38,33.2,8.7,19.8,2.6,6.8,6.1,13.1,4.3,4.9,0.8,4.5,5.3,4.4,1.0,0.3,2.5,2.5,24.3
